FILE_ID,CATEGORY_ID0,CATEGORY_ID1,CATEGORY_ID2
56003c86e0f89e05d0112d6a00a8a614,13,11,5
f4e8cbe959cfea53eca27526720b7484,7,16,12
5afce276c4286fd6631feb6f5f09804b,2,18,3
78529d0f55da0210446361663d2b5cd7,0,15,5
293db2c658b246d209d253ba6d889124,4,10,3
a57d25366b9844d601a7b019e1ca7def,11,5,17
36a84e6ce305ddf2d71b556330e8ce57,16,7,1
0da4ba436957d1c0307293f648e49c39,14,7,6
970fa497d544ff4ee36a89e8800bb6ae,17,19,8
1440159f1d0b79ccf8aa246196e6b5ad,7,16,18
5a047843e131bb73c5fbd59f208eedc9,3,12,2
fe8c2ad89c28ce8efd4c2baddaca02ac,5,19,11
eab21476869eab51976f35b4f8f9a6c2,7,16,1
c5122a013b45bdb0e783a899ffa5ebd6,6,14,17
fef46e572fdff09195f9d7600c16d3b5,7,16,19
c49ee540277bda95b34614cfba0148e3,18,2,8
e4dc1be4b309b0e0e0ad35045c804ddb,6,14,5
8d8bc2132580bdd9c18f3ffa26898a35,0,15,10
3ce9a2b32bd5aa4117fbc4ded8f71406,14,6,17
22b85ce6909a26febfe161a9281f3102,19,5,17
afa8bd05a22e4ccce535942ad5ce9579,4,10,3
ac232a492a818f0d4cf34b738cb9dae6,13,11,15
0857ccfea91ff08a79cf0ad8be407b75,12,1,4
847777b9498c5cd3313070d7ed54eea1,3,1,2
9ac63378c98aab7ff78e6645411e7ce0,0,15,18
95b86eb1f5297744e9624875e27e86f3,4,10,18
d8562de8255d1c6b39a9627aa9c263fc,4,10,1
6494a61201296f69078fd2e39a4b8c54,0,15,7
2c6d842726e1fd8faa6b502d6e9536d5,12,15,1
2c860687f22ccd274db298a6ea70ecf2,16,7,6
5847acb3510546e4a984dec619af42a9,0,19,15
be0f3f0181ec29051bdf8de86eecbc99,7,12,16
00e61af198e3caf736b69255bf315763,6,14,17
62411d277204a7af50583fc59f007e73,6,14,5
a0daf099e3c77fb947928229e611724d,3,2,18
f4822d65a9cc5bd39c6511a57b531470,5,14,19
b14c414ef47491400343225e397b596a,4,10,13
e6e1deb8918c0a0ab4a3d6166b8fe32b,5,14,11
8636825105768dade9bff2bb95c09e76,16,7,6
aed7f1e5cf03a1a6580e811c3b7003e7,1,12,3
18d0ac6e59be8e5dee7b7c01e3e30c31,10,16,8
18919b6664b4720017d2161f0aaa2f1f,0,5,11
1ef61ad9905aacd3b5224e09b32caaf7,10,9,3
62fc617afd277679b8df8460cf5e61fa,14,6,1
e050d3a60252533abf91f0b950c37d12,14,6,5
412efc7fe0655b5e47772fc7565a9afd,4,10,17
2c6524e9c5e84aa068c66f6d4ea3d189,9,19,5
414f9dca1609782c0704979cb018074e,2,15,1
0bd11f08d12e9fcb5405be9a84995188,7,16,18
4ef8a5629ec8278a254a287d92fb25c2,6,19,5
62b6ecf88d6bafb2144b849698c958a9,10,4,8
82680cee625aced11c9c1ebc3d575f46,8,14,16
b4f8e8f99e6000c575ee32a50faa94e5,4,10,3
24533b764f23ebb00244923539cbab89,9,13,19
d99e6ed10b99e0b8168047c4356f2280,4,3,10
057ca2d9b0a8a452c46fad4f1e4c0ad7,12,18,2
9d061789d4d0c5475f4081b07a0d7e33,4,17,2
0c326cf080204dc2bb4fdaa4ab15df3e,4,17,10
331fffe2eacd0d8caea1a51953803f64,12,1,2
55b7b4dc9a2697ee31ae893558b27447,12,2,1
c825c1322a2598abc60dc44d4354fc82,14,5,12
4e12ed062c936bda8ef93ef3324b3606,2,12,18
13583078c75571ff1a828fd2adf9802b,14,17,5
6181577533c1a15f49ddba48f88fa00b,12,18,1
cf4ecadeeae750fa235dc639deea4c27,16,7,8
366498a1945a1defe9263fc194fa3146,4,10,17
6866f2bee3ee3023abace9a111166aae,4,10,12
3bdf8c1aec246fb6deae61824d17dcb2,17,18,19
cb3ed6b009f418ac8c31bd9e4071363e,6,14,5
b261a38997e44dd3a2301a791e9886be,8,11,14
69f37ee10e8654bfa52694c6a74229a1,19,5,11
ea027809e0e8665824bf82b67b27c279,4,10,3
b671bfa9e9119cb1f47326d4a2714527,4,10,1
fe7bb720c79b90ab6f86fbc133cf7700,15,2,3
049702c114f90e79a77d162f107d37f9,10,16,9
f141ce078453e9fffbd40e5e05806705,19,17,5
8b3e66e9fae089c984797d1211bea80d,14,6,5
82ede3d747a89589b76d8f85810e118a,10,3,1
0e6e863b9b1084208c60c9af5a12dc5b,10,16,9
f9bd6d439cfa4f3817e1f289ada0b7fc,19,17,5
d0427332a4f91c8abe017db4be97594d,14,5,17
043ecc1ee000dacca8802c08b183e935,6,14,5
36878817566906de41f4a3335ad50c4d,0,15,5
e5109ad855de95583dad31bba0a8dc93,8,10,14
15d65b4f9625f7a046c80a0a73dd0840,1,3,18
4510adb438b8633445a1d7832492d2be,12,15,2
7f39bd4fbb09bb8c59346583b0454815,6,14,17
2a735c3b3047745e79ef155cf9a96646,15,0,18
43463928899d9f7edf8cd7567009294c,6,5,19
6a130c60a137c1eecd9adecd2e72a200,4,10,17
d4db871c68172eaf40e463a66f2914c2,14,8,5
d7f0807ff63af1e3d56f24b0c3687c18,9,19,18
dad88bc3a3970a03a6f46146926bef9b,4,10,3
20c11981de7a4b1e797d98561cb082f0,18,17,19
c1239bc0176a76f977a3ccd629d8813d,17,19,15
5547354b9fcdec302fdfab362711c1a5,1,3,12
7accb4286d0140fb3b9559d0acaff7ee,6,14,5
3d0da029ee4fe660245f53f76ab54635,13,15,11
62c294c9be34a4e846a9b6ab8638d686,19,17,14
f522098b5026cbcdb778a6d27df5356d,10,14,19
da1a10aeb2f2fb39f69c38dabcd9713f,8,16,2
b36a4ddd68a53c9e437b470abd3f3c1e,19,5,17
9ae129dcf43085b2346a5f12d746b178,6,14,5
655e96b46d8f165b9a2ccd802cfef780,7,16,17
d8f3f1fef753ed5cb8f3f8fc9e01e7d3,4,10,17
a39c539142e02310f42742f0bcecdbb2,4,10,3
6b8cae29c0736e045fd41b6b1acb465f,17,19,5
5c6e64c2e285df1e7834e215bd92aa0a,2,18,15
55b3b67b469f25ba71c318092634e4be,8,14,11
a137639fbb774daf0ab3d238850210a0,6,14,5
a7df16a6f0520f112220443f27203013,4,10,3
f9652e97a8ebe6bc99810bb97c0cad7b,0,15,19
d7f8464d35e9ac0509c4775667591314,14,6,17
04f0dea0bf8ce675f1edf098f6955c8a,5,19,14
bfea9454aa012bb0fbc9226031870c6f,17,6,19
c7d1b916fe17ee5a71d83699fa882ea4,6,11,13
c1c7db008436f08f7aaaa5e069e3b9f6,5,19,14
080fe2b5b2ec3f5f1639800924b32d2e,13,15,5
d9d9d5d409b57705896e1268d9f2822d,15,18,12
bbb5b3eaaa888e965d3ce738f3e5dd31,1,13,3
763b541523cd97caf606bf9415e7c628,10,9,16
d61fa3882ff870bafa06ada2c17f76a9,9,13,10
541789814de479698d102d771e9acaf5,10,9,16
682dc91619b1d1cbc7cbfb39e82b8d54,19,5,17
edba5e1ca07eb9e4023df4398534ecf0,12,1,2
2349534cb63e01babf6d07dee3cf2ffc,1,3,15
b73382ad6a784fe7682c998394dab9ba,4,10,12
def3903e0a2af58a3e059fdc871aaac2,4,10,3
620c2c70af3e616d66922c361f000723,5,19,14
e0d206c4b85389385b40dc2b6b6ca957,0,15,11
52e423a2c80852a0075a5069562e9890,6,14,5
a74c10eae0b63f3beb797c1f910c69d5,16,7,8
1b1947d1437b665106bba4608a8c2b05,19,17,5
e5f77d5ebbf2721a9771c86c535c276e,14,6,8
9219a9104335114f97ae8c9db106c22f,8,14,11
846c7ff7e06f1a4cde149dfb36d33f10,19,5,17
74d0ccdb5ac50e11b1e131eeff0b5e25,12,2,7
8dc682b8fc6c1836f9088d78af281e63,10,3,1
9dcbb49c39ed5b034689fee9dcba7dd0,0,19,5
c626feb4526e5b8942e9726f537285e7,5,14,6
2becd41268fc5ee3c4e57f3dfb45eb2d,6,14,17
3d9c46d58251e7c3019998d03895aa32,18,17,19
9f4a02f66615bd1f7ae39ede2a8b953f,0,15,19
a03ff150b1773bfb67c095dab1a84a5a,2,3,12
48b815bbbf42497b39ecb2c070294a48,14,6,17
67cb49fac56ed178bf9d14e357407d05,18,19,2
0d046d9f870e1215237acdf02e4144f5,4,10,0
8261743a986de3294c7449c0d8e5d266,13,9,12
0d3af6f71a5bacf4731a940f9547db16,6,14,5
d10c8271036422e6880dc72fc6a3ce8b,8,11,9
729c87c0db024dc0dfac3dd7359913d7,10,18,8
4ac20450c711e50aaa8b82cafd4028d8,10,9,4
de0f08aa3f1d9dacd1b97b3b914fa12a,5,19,14
7a675f74901e1fccfaf00d7dc3718ee4,19,5,17
8516c82e917fa0bb6ab05dd2778a56d1,12,2,1
6ccf5fa41d41ca215f57efdb51b99c4b,8,18,2
98ba73fe47688fc9bb322b35aa3b15d1,5,7,14
bd5bf6a8a8ee7ea1a1cb0690e22c69f5,19,10,5
0968b3d86be787e0e6aad1b12618bda1,18,19,17
e80098b67fba7fef626b1526a40fa954,7,16,8
44a8186e6b0139f57b8eb1a46a376671,7,16,18
1b728a579630c2bb3da21395f2b568a6,9,10,15
b7590f22e52417c71c768db3ec08d588,17,6,19
78488fd1b1946300ab7b2aa18e1079da,10,16,9
90e2dbe27a151b3231edb5bca045c544,10,16,2
dd77ea5a02322aa30c234e5bcc378fca,13,11,17
70af902fa651e84e9085c4a77319fcc9,7,16,10
c768d77c43f8796a7540f8fed41aca48,5,19,14
516680136484e9c1ee6fe1ec562a78da,12,1,16
f5232bec1f493960b6924ec08e4de01c,3,2,12
25e02e1a3eadb012ec4d84585c8e9b5c,14,6,5
6faec6f056a0d8bfcbe11ab0ed63adfc,15,0,17
f0c7b9fc1c52935206ea227f494a15b2,12,2,18
cd98cfb79773f02e743f6a46b2b666d1,0,19,15
72da550bb84c19a2cac4f9e03cce61ee,6,13,11
0eed50652c6c54511ed89e4740aabbcc,5,14,19
ff7a226e2c95a205d93fadc922d5ae01,17,8,19
c350a85eceebbeec9e0aa0d9a63b40a1,18,19,17
709a420421d920a7c170745f3bab26f6,8,9,16
49a2d61bacb85db54cef093be3801926,17,14,6
fd67adac8c9a9167dc1cf612811036d1,14,5,6
8d3a9479b9546b1f632cfc03b3375409,14,6,5
fa37a9dee426ba2876b6429015aa84ad,5,19,17
fa156c428ffeb3675d348fc8fe9cfb52,0,19,5
1cf64f61675ca12d834f410f0671a284,6,14,5
334eee9dc39d1bd01be3063a6b6e0ddc,19,17,5
1303f90596af04dc9f7b73c197e871c0,10,9,16
ee0c119885e8255b87613bad9154d92a,5,14,19
703dd53c805a5b4b03af6f16ba315831,18,8,2
16c8cf07c345de1e2b58a75a3bb17883,4,10,13
7dddec118f32cec2d17a6891d9ebce92,6,14,5
0cf1b1718588e9bf4b1f99d7a14f2fed,5,14,19
13fda51d3e0731bf9bc3cb5eaa14ae93,18,19,2
8c2d6d2c405f8614f376857f56a7bd8e,0,15,10
8bbf86957d63dfafd1df654498ddd944,17,19,11
9eadb33d8bb0d333e5ac034d220e997f,13,9,15
c893e29230c5cbc9921687373de05843,10,9,16
5dc8b27f8066b44863115bf29fc9f8de,13,11,17
cf4ed2745596591e01ca03ac88e940a9,17,19,14
7a889c9ed819b920ce5854c70ff4acb7,9,13,18
27ab2f980d9344a78f4c9e78e7f87bdf,18,2,19
932d3d722c158721c3ec2d272fc6638b,6,14,5
e240eb1f839c03004524f1df672504db,2,8,12
f16c3ea396783111e5fb5e00ef277ae9,8,19,17
c6e20e6619d4b25387e2277389d15f72,16,7,17
1abf1ab1734994dc010d705b69639075,17,19,7
b628183a2c2590b0f8aa725b350861ef,19,17,5
7b1a3d71b81c063509ede3c8cbb41bb3,18,8,2
e4210d7972cc42140405a0d13e2bd74c,19,6,5
76d0758e724ba1fbfa860c8537767767,7,17,16
210dff24d3d6f5229e9d8a6a1586019c,2,8,15
b506674ba924604f085c5d56d2a2d4e5,14,5,6
77aa74dfdd0995d0d89edcd77d1ad688,19,17,5
786b9536b74e0fbf233b419da4764415,9,19,17
45d71317d515f4051dc6d4d372778056,15,18,1
48b3419856144c3096262784b09ae9a7,4,17,10
add3af30a6b85224da17c5f9d418fcdf,13,11,12
7593f56c83e0e3c59785b755d443f82b,8,11,14
c149df0df3ae13a76eb3b9f0fbe501a0,1,12,3
6ef439cb3a5b38972f80207a0162eac3,7,16,17
2fb6a32d9bdcdd44eb01ea3a79d037c3,7,16,17
3b6717517477e8c690a7f54c7c04f568,12,1,18
148fa1948d72aa9b8756d4be3e004434,15,0,2
ae5ff5af909bcd772f391c523b5b7057,4,10,2
03290fc5908be7f9f37f9203289b5e57,7,16,5
82cf56ce38cca1dfbb8bdc4375b50cc9,14,6,15
5f95bb03eae28d60eca1bc268925d789,6,14,5
34f5efb6e655bd15d60a6d94b18b29d1,2,3,15
36f20db3e8a35f09eb54d6724c91f0be,4,10,2
d2a4d684eb4b5c2ba619aeb604286151,8,5,19
34d3d4aa9c6037d5b2ef0c8dee610bd3,19,17,8
c47f07f88e43a1fafc7da5aede53413a,6,14,19
79ba463518b2b82ef0b22cd3d76444c8,7,16,18
a8fd808eb7b0f5428968cc616b12afd2,13,11,9
606d085de61fff2734a901782b91ee79,6,14,5
aea51007a78eb00a10b2f0bf14e6ac3a,6,14,5
976315f2beb19f246195fe16c3f7f09d,17,18,13
dd983728171654ec227503b09683110b,6,14,5
50330c041b945db902f8ba677f220fa3,3,15,2
280ecaa74add2dfe7ba703b914b86be1,14,6,5
679806570101e7547728e01fe9ebe080,17,6,3
ac9adc59ab4462da260fdaf3ad3a87db,10,1,9
dc3180e5d4a6991b85f9a83045ded0c4,10,9,16
371ce7896c00483ee09c03879cec275e,6,14,5
d65b1fe98934ef09cba83f623cec0d5f,8,11,10
b3d35fdb19f61d838db2c3697bc18349,3,12,15
0218be4f8d322f6d3233405468226a0f,14,5,6
6e3304f55e6389b58b919188fe66615c,0,15,2
3cfd614fc9404e27abe247180ffad104,10,9,1
e894d65c6dd0cdb40dc484778c32e60a,6,14,5
d27be08b5ad0de902c2571be7d154fe3,7,16,17
8c8f0d5fc58aa7cb4ea575ee953fd8af,9,19,10
8bcba59fbc827f0b5667a5adc7016a99,12,14,5
33ddc7879fd35e142cac0f1f68d9ba1a,7,16,17
720aeabde7f8e380f60de7a194ddb831,7,16,14
378f17e705ecaee4666beb8d08b3414f,4,10,2
afe33eca61828ac2f6bd9f5cf24e8968,6,14,5
82e92f49cde89ed392357b2813f2c504,14,6,5
017eede011d5f754679d9cd892c5b991,8,11,16
82741023aa494bb28c73a10193622ec7,6,14,5
f3e370ed676b3908c92175f3774190fa,13,11,9
089f26b2f89f4af8a11dcded79a44652,6,14,5
9ae0589be45012336aa1ae0968a36803,19,17,7
c364bd6c85122df6f35e7868b5dc67ff,1,12,3
622f32addd349ebdaa9f4622ea82fc5b,10,19,16
b0376d0039036204457aff1c4b655751,14,5,0
741ebcc4ffe8ad05d17f85783b32c683,19,5,6
7400cb631f2dd25d4ab6205c7b0ca8c8,10,19,16
ebde8561896bcbbf48e3ed0a03946658,9,13,17
949361a80c9dfd5f83828082d009bc4d,10,9,3
1cd1652ec2fa17485fdd2a71197fc86c,19,17,5
3758fece4cb2b38fe81a0be85e03a7bd,9,18,2
d4b3fc83d259b98b9712dd6578eca7a1,16,8,7
143cc42b105184f177c26fdfc5e9fd03,15,0,2
95f97498a2ff9e340ab96e5afecb8d6e,7,16,17
c48011813b2fc34e860a419f815c4084,7,17,12
0c97e6229cc4814283c2fdd4791f215d,4,13,10
191cc26631f3da3e86f367a45b454423,1,3,12
8b0472721e212c5a3993387f8e80cfa3,12,1,4
26fe5c5b3d23cf959e09587d3ad5fd8b,8,10,11
9abbe30e32fb295d60c3f9f45b1ee568,1,3,12
738483da958b804b387dca58b039950b,3,4,12
f4f1de2eb7e89b97ac37a14182b84759,1,15,3
d9ce016653ae0a5d7b48922f627bbe10,7,16,18
bddb5dad965699881c7bc4d53e5e2fb6,10,3,9
3d8464256edcf9803bf9d148b5e686f1,7,16,17
16de344c90dfdbcc50edc450304b0a4a,0,15,11
61d5326582e5faec3659791741205582,12,18,15
91895ac02036152e117964fe132aa8ad,7,16,17
9be5204cb3c4c6244a353f05668466d1,4,10,17
aef9ad7ead9f6a8a57f3b0a352319fb9,8,11,5
9a9189639f6c8047d390c3d60f6afaeb,3,1,15
b30742f05db5aa2b408f3fafb20fa037,8,18,9
249035b99d1b7ae3321b82e3529d64c4,18,19,8
94404316b3bf1c93da407730668fd8d6,13,11,19
c241757224e3cbeb571a7e57b3eb5304,9,17,19
2bced8df20eea0f7bb19f346ebf94a89,4,10,9
0b7cec826d12e7efb858bc452b0470e6,6,14,5
dc63b2258a05b6fc2a3b0082e04d6784,17,19,5
ddbc0e0bff54b0bbf7bfa76744d781d8,3,2,1
d18b65a5ab18c8322c799d1e589395ed,14,2,12
9525ca8eb2c1a4c3f892243f33b5ec8e,10,9,8
dd9e4a72674b57be47e7d5dddd94f116,14,6,17
4c17e97096be5650296badf6e9fe3caf,19,17,5
c6db0b854e55b921345bc5baed5faa38,2,14,15
52730459b861499e8899ef74297b6891,18,17,19
1477f49502c066299644b0112ed413df,1,3,12
6146d7e40cfa1a098917062c29c60ca7,2,15,3
5adf6d17faf1379d201938cf85e56569,8,10,14
1220486016f0a1047e8c3691f72e608f,5,19,14
f6218334dbc5445f13c739bb689b292d,3,18,2
96e8c14a96511adf424f0bf503305532,18,12,5
daffda11eb527c1a23780df848055ff7,8,18,14
ff8cad7b1cb60a1c34e85991014a630f,0,15,19
e542377d842fe18b39759f5a72f5f9d7,13,11,15
97bbe20b574d7fcc731a80dddce18e66,15,4,10
67f0faa97960c822ac140768ce1e00ab,17,19,14
282103de42e679191972cfeae4538ca5,19,17,8
3425cb3a7ba7d1f5cfd7b71d67d439ee,14,6,5
2245aa2a1d072dcdc02efa4b8364fc25,9,18,13
b56eb6c256856774211215fa1a42167b,9,19,13
1263ab9d6fc685aad68158a3e3da7260,17,11,13
28f87e6f73f63738b99eae3f4f46bb82,6,14,5
12dcc29a7f8470c15c321594c75db4db,13,17,11
090002165388164a719d7f8ee4d3f7be,5,11,14
41788b7cc99c7671495c7a84ac202067,10,9,16
48f10eaca42b9d64c26f0fd1b9eb22f8,12,3,1
030d1a7c72bf90a1488a07eaef896f27,9,18,13
0fc0e1ab3b107a0da3f9ccc67fa169f5,18,19,2
017b50333ae8f156ff9af4d2103c4fcd,8,17,2
1f646ab79cf63c1c9307941ea143b60a,12,1,18
31831e219fe7d8980cf45b4656d03b23,6,14,17
6b78d9f440800e1f07b3c3b04fad14d3,3,1,15
0c48cf1e90611579fbcb5068a1fd3812,8,18,19
1ba87c2729944231d42215199f57e515,3,12,15
0f3d51317fb3dc1b239921a5828c20b9,13,11,9
7eaa7774f63c16f42a42db9aaefde8d6,18,15,8
f78ba3455f1551a0e2c119e20b1bcedb,19,17,5
594917f9433f294307ec772d42169a66,8,18,11
36b7d3998f70380dbdee4443219bbb3f,16,7,12
87accd21f0ecc3f3ba7eec9a41dd9fc4,19,5,6
8ed6fb2c867d2977a24ee7a6f7be145a,8,18,10
ed52ade11ccbd5d6c6921fc64becd060,6,14,5
8f9ddd2104218f7986cd442b5d50ab82,4,10,3
bc913807db2be154e4a4d22741208697,0,15,1
9af67a415b053dd04081d2ecdb456098,3,2,1
11fea7c33006474abb0e452fdc2e0522,18,8,19
d3051b996e997edd2bb527af76f2bca0,19,17,14
0fc51b193b9f10488c4166939489b940,13,5,11
91abf0097ba8428edc510996376c7aa9,18,2,19
578584aee4f4d1f2eb5c212e6e841cd6,4,10,9
f9a554275ab17efcfa02beaf8e6b34e2,5,19,11
0688ee3ebe208c20f441c56ecd57ab9a,7,16,14
dc26029a5a2e5648d757c8bc0c7e5b41,7,16,10
40f11ce09665cf82728023193d5696db,0,15,1
9c01c0d454f8ac6f69147a34b15a278e,18,15,19
e2c5d4843064fd78be20c1896933036c,11,17,2
dde37ec6f9c98c2a4ee3f6cc38367a02,7,16,12
d295ff1aa833a93d66bb53e8629286c9,17,19,7
160c36512235664312ca3723601e87e1,10,16,9
5ae67b23d33f3b4103d9e9bc20ace7b7,18,5,8
5f9769a04b8bb5784ca5183e35d56778,2,3,15
f95553cae56f69de111a4730fe6e10e4,18,17,2
ec55ce73bbfc7d8a6878589c9996952a,7,16,18
75e86e774b2dd4afe2e9cdaa43421f67,18,19,17
81ec5c34bed14f3da86a07f100a2203e,9,2,10
6de2de72feaeb76132481e11b0026780,9,7,16
b0b417965e3b4adbfd1140c4eb09df5e,14,6,5
05147c8352f8b783c047f1980cea4849,7,16,14
53080c29bad600bf24dcf5911b413df4,9,17,12
606a5f0d13aebc0fcd8180719cf9dde8,2,18,1
d4734fe5070c877b5e63b8be93ba5f6c,9,13,10
cb4ce6c8a9223f8ef4bfddb4404d7337,18,19,8
7aae6a9bd92f8744c4b03a94f17aeff5,1,12,2
508d1debe616d1b378bcad27986c3efe,14,6,8
7bd0ec47942db60d5e39061fd5ef6bec,2,15,12
435ad9dd7053808605c6d039aa21c9f6,19,5,17
7949fb8229bd8fa7d2dd63dc4466d5ed,18,3,15
b465e24f5000063ea42631967fcec1af,6,14,17
2916e249928f9880bc95cdb580a218af,17,6,14
4b17bfe9353d101e42247dc4c6af6e4c,3,1,15
22bb84918e9593646c617413304fa238,4,10,17
fde243f37532452a76d5e6aecd32f3ca,0,15,19
c4df0e956d3101695604da94f456add9,7,16,5
9c4424c3848c0b04d6e269e7dbfa6179,2,12,1
380a6d627f0fbf5cee61b05964665f1b,18,19,17
47f948fa0072bc5c3e7fe01dd0de75ac,19,17,5
84a0aedee15e209f472ee8d84971a530,0,19,15
b98c27479d366aca89c995b37cb53582,19,8,5
ddc93621f999e1fbdcac13b214e747b0,13,11,10
3ef82e5f6c13b02f2ac445bab88c9489,16,7,12
bd211bd68005fcb5bf42bd1016ca0555,6,14,5
52fd8186582cac42066000e8b0a2703e,14,5,6
1fdb0401f343534264f1695eb566fbf1,18,19,8
53369b3c752897562c0b3f31c250bccf,7,16,8
630b1287ad3a169e64e40883c3fc0e12,9,17,19
2ad86d6484622fc1b881dad548211caf,13,14,11
fec3bdad4d29c871219da1c8c2a762c0,10,16,19
c47effb89785fa2adf4f9a16a79dddbb,18,19,8
05c1176806dd6845257dce06877ff415,0,15,10
fed520a8149827b8cab7e1f598cd6041,10,16,19
1f1ce2d85893adbfd27e517e4efcaf05,8,11,10
6f3a87da33a4670ab021a2ce6133a299,8,10,16
5d74492f9d73e2efea5014cc9a522ba8,16,7,9
d7851eaa41a85c77e94dceebbc5641c3,15,0,18
d3876f3afff9f248421c1730a3ef61ee,6,15,1
66b34dd5aca970ac1d10d08a94a034f1,18,19,17
8adda027823588df6725500688a9ddcd,3,1,15
225f547ca3d06734c4468ff52b4ac553,14,13,5
8c09c6d0dba30e045b07985c94c4e1bf,1,15,2
86582f5b88d3805d1ce69969e81da2ef,3,1,12
10cfcd0f351486e21daa65e8161412d2,15,13,0
aaf2c8d1401a8172bb2f2b8b771fd68c,2,3,15
d71909594d8df3d2a2ff81e6fa71f7fa,8,14,11
00f1a588522bb70304c5c1928cc0bd9a,19,17,5
2461a856d8f7a156405a1a66f28c2c42,15,0,18
89577713bc9ec0632bb5eb1c125e692f,1,2,3
2db905e32a6ea8f99068908338c26530,3,1,12
e529491221890a397569a9745a30bc19,14,6,5
d3f8f08af0414c6819bf1411825b26e4,0,15,19
71fb0eef757c6282449deafab290eb39,18,2,17
773b1fd056ce706166531fa281e9fef7,6,14,17
e5c36c6c0069f9a100ab57f5a96fbbfd,3,2,1
56c1e67f4873d1f4a9930c1703861a5b,4,10,2
fa8f088d5c914f2269257852c922a827,1,3,12
b56fcfb0698ea4990c1d5472717e995b,8,14,11
1626983421acd49a465e5953777842b4,10,9,2
cd7b3f416ca9c5d1961b1e5b0e1a7809,16,7,8
8ed38fff36f09ba9fcc546fe79adf318,7,16,8
271c7d359ace8d9eed2b1ad1b634689d,2,12,5
194041075286e2cc37c3bf0ff42e70b0,8,10,16
4e19ed85b5e8dc9f9533d9a8c620c1bb,4,17,12
d30526ea8efcbd4a4e444c84648cf4e3,7,16,17
cd9db96d07f7d8750ea0abbe5fe9eefc,13,11,15
76e77a1812b167cbd07737adb0fe1935,18,19,17
8a20bcc37728cf6033a7b77f84d4b803,15,18,0
14c5cf18c6a680a79eec0492880b79ea,4,10,17
9b29be61dcbdc5836944da67ae23a674,4,10,3
6c39e44b8e74dbf41ebcf57607082b5b,10,19,16
bc7d3ba261568d95cc674a7175814742,18,17,19
e9e248089092a7d638747bab626c1745,12,15,2
6f40f49e45482f5db194af3fbbee4f28,5,14,8
d72bff4d114be826aad0523cb4fab8c2,17,14,7
d0cdc9a9c17079b7a5f9a81e4559a2a0,0,15,19
bc257376d4b5f666c5f87fa65d32bd30,6,14,5
03787c481358cf8704a457d5e1344410,5,14,6
9a3a5506606e562abd1faf5221d8a813,14,5,6
aab7f65973cc3e15d2096a6ca39fcc24,14,8,5
7bfc2dd076312ae8a2d333f6227b4335,10,19,16
a810f1397d6975b1b0fc7a38f04c399a,8,14,10
f05b2007f62c3b1bac53dc512bfe5bc5,12,1,3
c50278f11832ec33dc7da175c684ab28,10,9,16
5167342670893463b18c540624e3c482,10,1,3
a62270bceedef27728d91ce77d1dee83,6,14,17
2f1d6f6d71b601bbecee582b57c40a72,2,15,12
1b79825d177de66fdf4f4fc81ce26911,14,17,19
db80a3e172415fa41dfbf2b7a1df05b8,7,16,18
0bd87783fcd2c8ae9bf2bd3c452c2604,10,9,1
1cc74ccec9904bc60b7223f77dc98751,16,7,6
56dbaeb07f834cff3f0c1ac813c1bce8,2,18,15
41ea7e8b7b7936d1a88e3f45e2530dbc,9,13,18
45fc0d5d53d6a0eb7feadc875ba72dce,7,16,5
32e9ad1f542300b09170b5ca5906d3ce,18,15,2
99695efd35b23d8456978d5d44933591,9,13,18
7bac5c70abf8f361b485106ad6478aa9,8,11,18
fb244f2f71d7129bc9a9ad96012323bf,0,15,5
7b85f9d2c9e8a14860fd4c8b350279dd,4,10,2
ac915c4cf8b47f6f05b5a8054104084e,7,16,18
0ab15d7506715282e5201f2b60224e7f,18,3,12
52898d2a4dba9446fd63e32e9f46848c,15,0,2
c0e6c02ece5f02af5eca3bc2d6377d26,0,19,5
b9370335abf69d5d91603499cac8ef00,8,10,16
e59ecd2d8d7a7767d4cb0b5e00f66a7f,4,10,17
becbd4ee698c697be32d811831fdae1b,13,11,9
6710e00a8e123987a3e712fdc072351a,6,5,14
a4657b5fd2383676fd3dcf4b72bda59b,8,18,1
7f5ee854bf5e0eff04d538536b364278,17,11,6
990ac23d141b145453517855c16a39db,18,19,17
ace9c3728ffc0ea548d7eb5f2991e474,18,2,19
592915a5542645ecc4f1883c5e67315b,18,19,17
ba6914cc73df070701681559f15082e3,0,11,15
e3909342b3bf5daa3b3cbc4f630d29b8,14,5,6
6d55cfa4e22368bec7b0b7a6d13acfc6,9,19,17
c1f262cfc754857e9eb222f2d5531621,4,10,17
d1b6eb022af15c00195b28719cf7d527,10,9,19
e8ca616654a533dfc129ef4ede19a8c8,9,13,2
ca1add2159b4a6a39d3644a98747f7ea,17,13,19
ada7b3539b2c41a9725c37658f13bfdf,9,2,18
d433dba68cc16edf45a81884627c1763,16,7,10
cc2edfcf8feda26c190e0d54ed6fea64,6,5,14
0b976a2ced3a3c5d2071ccec9e46d01e,6,14,17
bc067eb93cc7324aeb735d1b76c2e0a6,8,14,18
fc893b408e337c9ec050482346344733,9,13,15
f4f9ccccc42745eeb2adb3cbc3508393,16,7,10
ac0c9f9ae43c23b066079493de3fc743,17,1,18
c31c60e0aa5ff751ea67a51a5eb8f594,17,14,11
57ff58f94e8374f3d5df5edabd0484c3,5,14,19
